stage_history_id,opp_id,stage,entered_at,exited_at,days_in_stage
14996,4011,Prospecting,2024-11-25T00:00:00,2024-12-04T00:00:00,9
14997,4011,Discovery,2024-12-04T00:00:00,2024-12-12T00:00:00,8
14998,4011,Qualification,2024-12-12T00:00:00,2024-12-31T00:00:00,19
14999,4011,Proposal,2024-12-31T00:00:00,2025-01-16T00:00:00,16
15000,4011,Negotiation,2025-01-16T00:00:00,,
15001,4012,Prospecting,2024-11-13T00:00:00,2024-11-23T00:00:00,10
15002,4012,Discovery,2024-11-23T00:00:00,2024-12-10T00:00:00,17
15003,4012,Qualification,2024-12-10T00:00:00,2024-12-25T00:00:00,15
15004,4012,Proposal,2024-12-25T00:00:00,,
15005,4013,Prospecting,2024-10-11T00:00:00,2024-10-18T00:00:00,7
15006,4013,Discovery,2024-10-18T00:00:00,2024-11-06T00:00:00,19
15007,4013,Qualification,2024-11-06T00:00:00,2024-11-19T00:00:00,13
15008,4013,Proposal,2024-11-19T00:00:00,2024-11-24T00:00:00,5
15009,4013,Negotiation,2024-11-24T00:00:00,2024-12-14T00:00:00,20
15010,4013,Closed Won,2024-12-14T00:00:00,2024-12-27T00:00:00,13
15011,4013,Closed Lost,2024-12-27T00:00:00,2024-12-27T00:00:00,0
15012,4014,Prospecting,2022-09-03T00:00:00,2022-09-10T00:00:00,7
15013,4014,Discovery,2022-09-10T00:00:00,2022-09-25T00:00:00,15
15014,4014,Qualification,2022-09-25T00:00:00,2022-10-17T00:00:00,22
15015,4014,Proposal,2022-10-17T00:00:00,,
15016,4015,Prospecting,2024-10-07T00:00:00,2024-10-20T00:00:00,13
15017,4015,Discovery,2024-10-20T00:00:00,2024-11-05T00:00:00,16
15018,4015,Qualification,2024-11-05T00:00:00,2024-11-20T00:00:00,15
15019,4015,Proposal,2024-11-20T00:00:00,2024-11-27T00:00:00,7
15020,4015,Negotiation,2024-11-27T00:00:00,,
15021,2778,Prospecting,2024-12-30T00:00:00,2024-12-31T00:00:00,1
15022,2778,Discovery,2024-12-31T00:00:00,2025-01-01T00:00:00,1
15023,2778,Qualification,2025-01-01T00:00:00,2025-01-02T00:00:00,1
15024,2778,Proposal,2025-01-02T00:00:00,2025-01-03T00:00:00,1
15025,2778,Negotiation,2025-01-03T00:00:00,2025-01-04T00:00:00,1
15026,2778,Closed Won,2025-01-04T00:00:00,2025-01-05T00:00:00,1
15027,2778,Closed Lost,2025-01-05T00:00:00,2025-01-05T00:00:00,0
15028,4017,Prospecting,2024-12-30T00:00:00,,
15029,4018,Prospecting,2023-06-19T00:00:00,2023-07-01T00:00:00,12
15030,4018,Discovery,2023-07-01T00:00:00,2023-07-17T00:00:00,16
15031,4018,Qualification,2023-07-17T00:00:00,,
15032,4019,Prospecting,2024-11-02T00:00:00,,
15033,4020,Prospecting,2022-08-07T00:00:00,2022-08-14T00:00:00,7
15034,4020,Discovery,2022-08-14T00:00:00,2022-09-06T00:00:00,23
15035,4020,Qualification,2022-09-06T00:00:00,,
15036,4021,Prospecting,2024-09-05T00:00:00,,
15037,4022,Prospecting,2024-04-16T00:00:00,,
15038,4023,Prospecting,2024-11-30T00:00:00,2024-12-12T00:00:00,12
15039,4023,Discovery,2024-12-12T00:00:00,2024-12-31T00:00:00,19
15040,4023,Qualification,2024-12-31T00:00:00,2025-01-14T00:00:00,14
15041,4023,Proposal,2025-01-14T00:00:00,,
15042,4024,Prospecting,2024-11-23T00:00:00,2024-12-04T00:00:00,11
15043,4024,Discovery,2024-12-04T00:00:00,2024-12-26T00:00:00,22
15044,4024,Qualification,2024-12-26T00:00:00,,
15045,4025,Prospecting,2024-11-22T00:00:00,2024-12-01T00:00:00,9
15046,4025,Discovery,2024-12-01T00:00:00,2024-12-19T00:00:00,18
15047,4025,Qualification,2024-12-19T00:00:00,,
15048,4026,Prospecting,2024-08-03T00:00:00,2024-08-07T00:00:00,4
15049,4026,Discovery,2024-08-07T00:00:00,2024-08-21T00:00:00,14
15050,4026,Qualification,2024-08-21T00:00:00,2024-08-25T00:00:00,4
15051,4026,Proposal,2024-08-25T00:00:00,2024-09-02T00:00:00,8
15052,4026,Negotiation,2024-09-02T00:00:00,2024-09-11T00:00:00,9
15053,4026,Closed Won,2024-09-11T00:00:00,2024-09-18T00:00:00,7
15054,4026,Closed Lost,2024-09-18T00:00:00,2024-09-18T00:00:00,0
15055,4027,Prospecting,2024-01-09T00:00:00,2024-01-31T00:00:00,22
15056,4027,Discovery,2024-01-31T00:00:00,2024-03-26T00:00:00,55
15057,4027,Qualification,2024-03-26T00:00:00,2024-04-17T00:00:00,22
15058,4027,Proposal,2024-04-17T00:00:00,2024-05-16T00:00:00,29
15059,4027,Negotiation,2024-05-16T00:00:00,2024-07-11T00:00:00,56
15060,4027,Closed Won,2024-07-11T00:00:00,2024-08-16T00:00:00,36
15061,4027,Closed Lost,2024-08-16T00:00:00,2024-08-16T00:00:00,0
15062,4028,Prospecting,2024-04-18T00:00:00,2024-04-21T00:00:00,3
15063,4028,Discovery,2024-04-21T00:00:00,2024-05-03T00:00:00,12
15064,4028,Qualification,2024-05-03T00:00:00,2024-05-17T00:00:00,14
15065,4028,Proposal,2024-05-17T00:00:00,2024-05-26T00:00:00,9
15066,4028,Negotiation,2024-05-26T00:00:00,2024-06-04T00:00:00,9
15067,4028,Closed Won,2024-06-04T00:00:00,2024-06-11T00:00:00,7
15068,4028,Closed Lost,2024-06-11T00:00:00,2024-06-11T00:00:00,0
15069,4029,Prospecting,2024-12-14T00:00:00,2024-12-21T00:00:00,7
15070,4029,Discovery,2024-12-21T00:00:00,2025-01-11T00:00:00,21
15071,4029,Qualification,2025-01-11T00:00:00,2025-01-28T00:00:00,17
15072,4029,Proposal,2025-01-28T00:00:00,2025-02-02T00:00:00,5
15073,4029,Negotiation,2025-02-02T00:00:00,,
15074,4030,Prospecting,2023-03-24T00:00:00,2023-04-09T00:00:00,16
15075,4030,Discovery,2023-04-09T00:00:00,2023-04-26T00:00:00,17
15076,4030,Qualification,2023-04-26T00:00:00,,
15077,4031,Prospecting,2024-05-15T00:00:00,2024-05-31T00:00:00,16
15078,4031,Discovery,2024-05-31T00:00:00,2024-06-21T00:00:00,21
15079,4031,Qualification,2024-06-21T00:00:00,2024-06-28T00:00:00,7
15080,4031,Proposal,2024-06-28T00:00:00,,
15081,4032,Prospecting,2024-05-15T00:00:00,2024-05-24T00:00:00,9
15082,4032,Discovery,2024-05-24T00:00:00,2024-06-09T00:00:00,16
15083,4032,Qualification,2024-06-09T00:00:00,,
15084,4033,Prospecting,2024-07-05T00:00:00,2024-07-15T00:00:00,10
15085,4033,Discovery,2024-07-15T00:00:00,,
15086,4034,Prospecting,2024-12-10T00:00:00,2024-12-29T00:00:00,19
15087,4034,Discovery,2024-12-29T00:00:00,2025-01-07T00:00:00,9
15088,4034,Qualification,2025-01-07T00:00:00,,
15089,4035,Prospecting,2024-11-25T00:00:00,2024-12-04T00:00:00,9
15090,4035,Discovery,2024-12-04T00:00:00,2024-12-14T00:00:00,10
15091,4035,Qualification,2024-12-14T00:00:00,2025-01-05T00:00:00,22
15092,4035,Proposal,2025-01-05T00:00:00,2025-01-17T00:00:00,12
15093,4035,Negotiation,2025-01-17T00:00:00,,
15094,4036,Prospecting,2022-12-03T00:00:00,2022-12-26T00:00:00,23
15095,4036,Discovery,2022-12-26T00:00:00,2023-01-19T00:00:00,24
15096,4036,Qualification,2023-01-19T00:00:00,2023-02-17T00:00:00,29
15097,4036,Proposal,2023-02-17T00:00:00,2023-02-28T00:00:00,11
15098,4036,Negotiation,2023-02-28T00:00:00,2023-03-22T00:00:00,22
15099,4036,Closed Won,2023-03-22T00:00:00,2023-04-26T00:00:00,35
15100,4036,Closed Lost,2023-04-26T00:00:00,2023-04-26T00:00:00,0
15101,4037,Prospecting,2024-07-06T00:00:00,2024-07-19T00:00:00,13
15102,4037,Discovery,2024-07-19T00:00:00,2024-08-03T00:00:00,15
15103,4037,Qualification,2024-08-03T00:00:00,,
15104,4038,Prospecting,2024-11-16T00:00:00,2024-11-22T00:00:00,6
15105,4038,Discovery,2024-11-22T00:00:00,2024-12-08T00:00:00,16
15106,4038,Qualification,2024-12-08T00:00:00,2024-12-13T00:00:00,5
15107,4038,Proposal,2024-12-13T00:00:00,2024-12-15T00:00:00,2
15108,4038,Negotiation,2024-12-15T00:00:00,2024-12-28T00:00:00,13
15109,4038,Closed Won,2024-12-28T00:00:00,2024-12-28T00:00:00,0
15110,4039,Prospecting,2023-11-01T00:00:00,2023-11-06T00:00:00,5
15111,4039,Discovery,2023-11-06T00:00:00,2023-11-14T00:00:00,8
15112,4039,Qualification,2023-11-14T00:00:00,2023-11-25T00:00:00,11
15113,4039,Proposal,2023-11-25T00:00:00,2023-12-01T00:00:00,6
15114,4039,Negotiation,2023-12-01T00:00:00,2023-12-16T00:00:00,15
15115,4039,Closed Won,2023-12-16T00:00:00,2023-12-25T00:00:00,9
15116,4039,Closed Lost,2023-12-25T00:00:00,2023-12-25T00:00:00,0
15117,4040,Prospecting,2022-08-03T00:00:00,2022-08-20T00:00:00,17
15118,4040,Discovery,2022-08-20T00:00:00,2022-09-02T00:00:00,13
15119,4040,Qualification,2022-09-02T00:00:00,2022-09-21T00:00:00,19
15120,4040,Proposal,2022-09-21T00:00:00,,
15121,4041,Prospecting,2022-10-21T00:00:00,2022-11-12T00:00:00,22
15122,4041,Discovery,2022-11-12T00:00:00,2022-12-11T00:00:00,29
15123,4041,Qualification,2022-12-11T00:00:00,2022-12-28T00:00:00,17
15124,4041,Proposal,2022-12-28T00:00:00,2023-01-06T00:00:00,9
15125,4041,Negotiation,2023-01-06T00:00:00,2023-01-23T00:00:00,17
15126,4041,Closed Won,2023-01-23T00:00:00,2023-02-07T00:00:00,15
15127,4041,Closed Lost,2023-02-07T00:00:00,2023-02-07T00:00:00,0
15128,4042,Prospecting,2024-12-25T00:00:00,,
15129,4043,Prospecting,2024-04-04T00:00:00,2024-04-24T00:00:00,20
15130,4043,Discovery,2024-04-24T00:00:00,2024-06-09T00:00:00,46
15131,4043,Qualification,2024-06-09T00:00:00,2024-06-24T00:00:00,15
15132,4043,Proposal,2024-06-24T00:00:00,2024-07-15T00:00:00,21
15133,4043,Negotiation,2024-07-15T00:00:00,2024-09-01T00:00:00,48
15134,4043,Closed Won,2024-09-01T00:00:00,2024-09-14T00:00:00,13
15135,4043,Closed Lost,2024-09-14T00:00:00,2024-09-14T00:00:00,0
15136,4044,Prospecting,2024-02-24T00:00:00,2024-03-05T00:00:00,10
15137,4044,Discovery,2024-03-05T00:00:00,2024-03-21T00:00:00,16
15138,4044,Qualification,2024-03-21T00:00:00,2024-04-13T00:00:00,23
15139,4044,Proposal,2024-04-13T00:00:00,2024-05-06T00:00:00,23
15140,4044,Negotiation,2024-05-06T00:00:00,2024-06-25T00:00:00,50
15141,4044,Closed Won,2024-06-25T00:00:00,2024-06-25T00:00:00,0
15142,4045,Prospecting,2024-11-23T00:00:00,2024-12-03T00:00:00,10
15143,4045,Discovery,2024-12-03T00:00:00,,
15144,4046,Prospecting,2024-06-07T00:00:00,,
15145,4047,Prospecting,2024-12-26T00:00:00,2025-01-02T00:00:00,7
15146,4047,Discovery,2025-01-02T00:00:00,,
15147,4048,Prospecting,2024-08-27T00:00:00,2024-09-15T00:00:00,19
15148,4048,Discovery,2024-09-15T00:00:00,2024-10-02T00:00:00,17
15149,4048,Qualification,2024-10-02T00:00:00,2024-10-29T00:00:00,27
15150,4048,Proposal,2024-10-29T00:00:00,2024-11-20T00:00:00,22
15151,4048,Negotiation,2024-11-20T00:00:00,2024-12-23T00:00:00,33
15152,4048,Closed Won,2024-12-23T00:00:00,2024-12-29T00:00:00,6
15153,4048,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
15154,4049,Prospecting,2024-10-05T00:00:00,2024-10-23T00:00:00,18
15155,4049,Discovery,2024-10-23T00:00:00,2024-11-07T00:00:00,15
15156,4049,Qualification,2024-11-07T00:00:00,2024-11-24T00:00:00,17
15157,4049,Proposal,2024-11-24T00:00:00,2024-12-02T00:00:00,8
15158,4049,Negotiation,2024-12-02T00:00:00,2024-12-28T00:00:00,26
15159,4049,Closed Won,2024-12-28T00:00:00,2024-12-28T00:00:00,0
15160,4050,Prospecting,2024-08-19T00:00:00,2024-09-12T00:00:00,24
15161,4050,Discovery,2024-09-12T00:00:00,2024-09-22T00:00:00,10
15162,4050,Qualification,2024-09-22T00:00:00,2024-10-21T00:00:00,29
15163,4050,Proposal,2024-10-21T00:00:00,2024-11-03T00:00:00,13
15164,4050,Negotiation,2024-11-03T00:00:00,2024-11-23T00:00:00,20
15165,4050,Closed Won,2024-11-23T00:00:00,2024-12-16T00:00:00,23
15166,4050,Closed Lost,2024-12-16T00:00:00,2024-12-16T00:00:00,0
15167,4051,Prospecting,2024-01-14T00:00:00,2024-01-30T00:00:00,16
15168,4051,Discovery,2024-01-30T00:00:00,2024-02-13T00:00:00,14
15169,4051,Qualification,2024-02-13T00:00:00,2024-02-19T00:00:00,6
15170,4051,Proposal,2024-02-19T00:00:00,2024-02-23T00:00:00,4
15171,4051,Negotiation,2024-02-23T00:00:00,2024-03-15T00:00:00,21
15172,4051,Closed Won,2024-03-15T00:00:00,2024-03-15T00:00:00,0
15173,4052,Prospecting,2024-11-16T00:00:00,2024-11-26T00:00:00,10
15174,4052,Discovery,2024-11-26T00:00:00,2024-12-19T00:00:00,23
15175,4052,Qualification,2024-12-19T00:00:00,2024-12-31T00:00:00,12
15176,4052,Proposal,2024-12-31T00:00:00,,
15177,4053,Prospecting,2024-01-03T00:00:00,2024-01-16T00:00:00,13
15178,4053,Discovery,2024-01-16T00:00:00,2024-01-29T00:00:00,13
15179,4053,Qualification,2024-01-29T00:00:00,2024-02-17T00:00:00,19
15180,4053,Proposal,2024-02-17T00:00:00,,
15181,4054,Prospecting,2023-02-13T00:00:00,2023-02-28T00:00:00,15
15182,4054,Discovery,2023-02-28T00:00:00,2023-03-11T00:00:00,11
15183,4054,Qualification,2023-03-11T00:00:00,,
15184,4055,Prospecting,2024-02-22T00:00:00,,
15185,4056,Prospecting,2023-03-19T00:00:00,2023-04-01T00:00:00,13
15186,4056,Discovery,2023-04-01T00:00:00,2023-04-21T00:00:00,20
15187,4056,Qualification,2023-04-21T00:00:00,,
15188,4057,Prospecting,2023-05-03T00:00:00,2023-05-14T00:00:00,11
15189,4057,Discovery,2023-05-14T00:00:00,2023-06-01T00:00:00,18
15190,4057,Qualification,2023-06-01T00:00:00,2023-06-18T00:00:00,17
15191,4057,Proposal,2023-06-18T00:00:00,,
15192,4058,Prospecting,2024-12-27T00:00:00,,
15193,4059,Prospecting,2021-05-19T00:00:00,,
15194,4060,Prospecting,2024-08-14T00:00:00,,
15195,1353,Prospecting,2023-12-08T00:00:00,2023-12-16T00:00:00,8
15196,1353,Discovery,2023-12-16T00:00:00,2024-01-02T00:00:00,17
15197,1353,Qualification,2024-01-02T00:00:00,,
15198,4062,Prospecting,2022-04-04T00:00:00,,
15199,4063,Prospecting,2024-02-01T00:00:00,2024-02-17T00:00:00,16
15200,4063,Discovery,2024-02-17T00:00:00,2024-03-07T00:00:00,19
15201,4063,Qualification,2024-03-07T00:00:00,,
15202,4064,Prospecting,2021-04-05T00:00:00,2021-04-18T00:00:00,13
15203,4064,Discovery,2021-04-18T00:00:00,,
15204,4065,Prospecting,2024-05-19T00:00:00,2024-06-05T00:00:00,17
15205,4065,Discovery,2024-06-05T00:00:00,2024-06-29T00:00:00,24
15206,4065,Qualification,2024-06-29T00:00:00,2024-07-13T00:00:00,14
15207,4065,Proposal,2024-07-13T00:00:00,2024-07-19T00:00:00,6
15208,4065,Negotiation,2024-07-19T00:00:00,2024-08-23T00:00:00,35
15209,4065,Closed Won,2024-08-23T00:00:00,2024-09-15T00:00:00,23
15210,4065,Closed Lost,2024-09-15T00:00:00,2024-09-15T00:00:00,0
15211,4066,Prospecting,2024-12-25T00:00:00,2025-01-06T00:00:00,12
15212,4066,Discovery,2025-01-06T00:00:00,2025-01-20T00:00:00,14
15213,4066,Qualification,2025-01-20T00:00:00,2025-02-03T00:00:00,14
15214,4066,Proposal,2025-02-03T00:00:00,2025-02-15T00:00:00,12
15215,4066,Negotiation,2025-02-15T00:00:00,2025-03-07T00:00:00,20
15216,4066,Closed Won,2025-03-07T00:00:00,2025-03-07T00:00:00,0
15217,4067,Prospecting,2024-12-07T00:00:00,,
15218,4068,Prospecting,2024-01-14T00:00:00,,
15219,4069,Prospecting,2023-06-08T00:00:00,2023-06-22T00:00:00,14
15220,4069,Discovery,2023-06-22T00:00:00,2023-06-29T00:00:00,7
15221,4069,Qualification,2023-06-29T00:00:00,,
15222,4070,Prospecting,2023-06-10T00:00:00,2023-06-17T00:00:00,7
15223,4070,Discovery,2023-06-17T00:00:00,2023-07-12T00:00:00,25
15224,4070,Qualification,2023-07-12T00:00:00,2023-07-27T00:00:00,15
15225,4070,Proposal,2023-07-27T00:00:00,,
15226,4071,Prospecting,2024-12-26T00:00:00,,
15227,4072,Prospecting,2023-05-02T00:00:00,,
15228,4073,Prospecting,2023-01-13T00:00:00,2023-01-18T00:00:00,5
15229,4073,Discovery,2023-01-18T00:00:00,2023-01-31T00:00:00,13
15230,4073,Qualification,2023-01-31T00:00:00,,
15231,4074,Prospecting,2023-05-23T00:00:00,,
15232,4075,Prospecting,2023-03-12T00:00:00,,
15233,4076,Prospecting,2023-03-18T00:00:00,2023-04-08T00:00:00,21
15234,4076,Discovery,2023-04-08T00:00:00,2023-04-24T00:00:00,16
15235,4076,Qualification,2023-04-24T00:00:00,2023-05-08T00:00:00,14
15236,4076,Proposal,2023-05-08T00:00:00,2023-05-12T00:00:00,4
15237,4076,Negotiation,2023-05-12T00:00:00,2023-06-04T00:00:00,23
15238,4076,Closed Won,2023-06-04T00:00:00,2023-06-14T00:00:00,10
15239,4076,Closed Lost,2023-06-14T00:00:00,2023-06-14T00:00:00,0
15240,4077,Prospecting,2023-01-29T00:00:00,,
15241,4078,Prospecting,2024-04-18T00:00:00,2024-05-03T00:00:00,15
15242,4078,Discovery,2024-05-03T00:00:00,,
15243,4079,Prospecting,2023-04-04T00:00:00,2023-04-10T00:00:00,6
15244,4079,Discovery,2023-04-10T00:00:00,2023-04-21T00:00:00,11
15245,4079,Qualification,2023-04-21T00:00:00,2023-05-15T00:00:00,24
15246,4079,Proposal,2023-05-15T00:00:00,,
15247,4080,Prospecting,2023-06-08T00:00:00,2023-06-27T00:00:00,19
15248,4080,Discovery,2023-06-27T00:00:00,2023-07-03T00:00:00,6
15249,4080,Qualification,2023-07-03T00:00:00,,
15250,4081,Prospecting,2024-11-29T00:00:00,2024-12-12T00:00:00,13
15251,4081,Discovery,2024-12-12T00:00:00,2024-12-26T00:00:00,14
15252,4081,Qualification,2024-12-26T00:00:00,,
15253,4082,Prospecting,2024-09-23T00:00:00,2024-10-06T00:00:00,13
15254,4082,Discovery,2024-10-06T00:00:00,2024-10-21T00:00:00,15
15255,4082,Qualification,2024-10-21T00:00:00,,
15256,4083,Prospecting,2021-05-26T00:00:00,2021-06-22T00:00:00,27
15257,4083,Discovery,2021-06-22T00:00:00,2021-08-07T00:00:00,46
15258,4083,Qualification,2021-08-07T00:00:00,2021-09-11T00:00:00,35
15259,4083,Proposal,2021-09-11T00:00:00,2021-10-11T00:00:00,30
15260,4083,Negotiation,2021-10-11T00:00:00,2021-12-19T00:00:00,69
15261,4083,Closed Won,2021-12-19T00:00:00,2021-12-19T00:00:00,0
15262,4084,Prospecting,2022-09-16T00:00:00,2022-10-15T00:00:00,29
15263,4084,Discovery,2022-10-15T00:00:00,2022-11-16T00:00:00,32
15264,4084,Qualification,2022-11-16T00:00:00,2022-12-20T00:00:00,34
15265,4084,Proposal,2022-12-20T00:00:00,2023-01-02T00:00:00,13
15266,4084,Negotiation,2023-01-02T00:00:00,2023-02-19T00:00:00,48
15267,4084,Closed Won,2023-02-19T00:00:00,2023-03-24T00:00:00,33
15268,4084,Closed Lost,2023-03-24T00:00:00,2023-03-24T00:00:00,0
15269,4085,Prospecting,2022-12-09T00:00:00,2022-12-17T00:00:00,8
15270,4085,Discovery,2022-12-17T00:00:00,,
15271,4086,Prospecting,2022-08-04T00:00:00,,
15272,4087,Prospecting,2022-07-10T00:00:00,2022-07-14T00:00:00,4
15273,4087,Discovery,2022-07-14T00:00:00,2022-08-02T00:00:00,19
15274,4087,Qualification,2022-08-02T00:00:00,2022-08-11T00:00:00,9
15275,4087,Proposal,2022-08-11T00:00:00,2022-08-21T00:00:00,10
15276,4087,Negotiation,2022-08-21T00:00:00,2022-09-08T00:00:00,18
15277,4087,Closed Won,2022-09-08T00:00:00,2022-09-24T00:00:00,16
15278,4087,Closed Lost,2022-09-24T00:00:00,2022-09-24T00:00:00,0
15279,4088,Prospecting,2024-09-28T00:00:00,2024-10-05T00:00:00,7
15280,4088,Discovery,2024-10-05T00:00:00,2024-10-25T00:00:00,20
15281,4088,Qualification,2024-10-25T00:00:00,,
15282,4089,Prospecting,2024-07-14T00:00:00,2024-07-30T00:00:00,16
15283,4089,Discovery,2024-07-30T00:00:00,2024-08-11T00:00:00,12
15284,4089,Qualification,2024-08-11T00:00:00,2024-08-28T00:00:00,17
15285,4089,Proposal,2024-08-28T00:00:00,,
15286,4090,Prospecting,2021-10-31T00:00:00,2021-11-05T00:00:00,5
15287,4090,Discovery,2021-11-05T00:00:00,2021-11-16T00:00:00,11
15288,4090,Qualification,2021-11-16T00:00:00,2021-11-24T00:00:00,8
15289,4090,Proposal,2021-11-24T00:00:00,2021-11-26T00:00:00,2
15290,4090,Negotiation,2021-11-26T00:00:00,2021-12-06T00:00:00,10
15291,4090,Closed Won,2021-12-06T00:00:00,2021-12-14T00:00:00,8
15292,4090,Closed Lost,2021-12-14T00:00:00,2021-12-14T00:00:00,0
15293,4091,Prospecting,2024-09-14T00:00:00,,
15294,3884,Prospecting,2023-11-10T00:00:00,2023-11-22T00:00:00,12
15295,3884,Discovery,2023-11-22T00:00:00,2023-12-12T00:00:00,20
15296,3884,Qualification,2023-12-12T00:00:00,2024-01-01T00:00:00,20
15297,3884,Proposal,2024-01-01T00:00:00,2024-01-04T00:00:00,3
15298,3884,Negotiation,2024-01-04T00:00:00,,
15299,4093,Prospecting,2024-10-08T00:00:00,2024-10-22T00:00:00,14
15300,4093,Discovery,2024-10-22T00:00:00,2024-11-11T00:00:00,20
15301,4093,Qualification,2024-11-11T00:00:00,2024-11-25T00:00:00,14
15302,4093,Proposal,2024-11-25T00:00:00,,
15303,4094,Prospecting,2024-04-30T00:00:00,2024-05-13T00:00:00,13
15304,4094,Discovery,2024-05-13T00:00:00,,
15305,4095,Prospecting,2023-05-17T00:00:00,2023-06-13T00:00:00,27
15306,4095,Discovery,2023-06-13T00:00:00,2023-06-29T00:00:00,16
15307,4095,Qualification,2023-06-29T00:00:00,2023-07-14T00:00:00,15
15308,4095,Proposal,2023-07-14T00:00:00,2023-07-31T00:00:00,17
15309,4095,Negotiation,2023-07-31T00:00:00,2023-09-01T00:00:00,32
15310,4095,Closed Won,2023-09-01T00:00:00,2023-09-15T00:00:00,14
15311,4095,Closed Lost,2023-09-15T00:00:00,2023-09-15T00:00:00,0
15312,4096,Prospecting,2024-07-10T00:00:00,2024-07-28T00:00:00,18
15313,4096,Discovery,2024-07-28T00:00:00,2024-09-01T00:00:00,35
15314,4096,Qualification,2024-09-01T00:00:00,2024-10-13T00:00:00,42
15315,4096,Proposal,2024-10-13T00:00:00,2024-10-25T00:00:00,12
15316,4096,Negotiation,2024-10-25T00:00:00,2024-11-07T00:00:00,13
15317,4096,Closed Won,2024-11-07T00:00:00,2024-11-22T00:00:00,15
15318,4096,Closed Lost,2024-11-22T00:00:00,2024-11-22T00:00:00,0
15319,4097,Prospecting,2022-08-17T00:00:00,2022-08-30T00:00:00,13
15320,4097,Discovery,2022-08-30T00:00:00,2022-09-22T00:00:00,23
15321,4097,Qualification,2022-09-22T00:00:00,,
15322,4098,Prospecting,2023-11-18T00:00:00,2023-11-29T00:00:00,11
15323,4098,Discovery,2023-11-29T00:00:00,2023-12-20T00:00:00,21
15324,4098,Qualification,2023-12-20T00:00:00,2024-01-05T00:00:00,16
15325,4098,Proposal,2024-01-05T00:00:00,2024-01-12T00:00:00,7
15326,4098,Negotiation,2024-01-12T00:00:00,,
15327,4099,Prospecting,2024-11-14T00:00:00,2024-11-24T00:00:00,10
15328,4099,Discovery,2024-11-24T00:00:00,2024-12-01T00:00:00,7
15329,4099,Qualification,2024-12-01T00:00:00,,
15330,4100,Prospecting,2024-11-02T00:00:00,2024-11-15T00:00:00,13
15331,4100,Discovery,2024-11-15T00:00:00,2024-12-02T00:00:00,17
15332,4100,Qualification,2024-12-02T00:00:00,,
15333,4101,Prospecting,2024-01-22T00:00:00,2024-02-05T00:00:00,14
15334,4101,Discovery,2024-02-05T00:00:00,,
15335,4102,Prospecting,2024-11-16T00:00:00,2024-11-24T00:00:00,8
15336,4102,Discovery,2024-11-24T00:00:00,,
15337,4103,Prospecting,2023-09-03T00:00:00,2023-09-13T00:00:00,10
15338,4103,Discovery,2023-09-13T00:00:00,2023-10-09T00:00:00,26
15339,4103,Qualification,2023-10-09T00:00:00,,
15340,4104,Prospecting,2024-12-17T00:00:00,2024-12-22T00:00:00,5
15341,4104,Discovery,2024-12-22T00:00:00,2025-01-05T00:00:00,14
15342,4104,Qualification,2025-01-05T00:00:00,,
15343,4105,Prospecting,2024-05-31T00:00:00,,
15344,4106,Prospecting,2024-12-19T00:00:00,,
15345,4107,Prospecting,2024-09-22T00:00:00,2024-10-02T00:00:00,10
15346,4107,Discovery,2024-10-02T00:00:00,,
15347,4108,Prospecting,2024-01-09T00:00:00,2024-01-12T00:00:00,3
15348,4108,Discovery,2024-01-12T00:00:00,2024-02-04T00:00:00,23
15349,4108,Qualification,2024-02-04T00:00:00,2024-02-21T00:00:00,17
15350,4108,Proposal,2024-02-21T00:00:00,2024-02-24T00:00:00,3
15351,4108,Negotiation,2024-02-24T00:00:00,2024-03-13T00:00:00,18
15352,4108,Closed Won,2024-03-13T00:00:00,2024-03-13T00:00:00,0
15353,4109,Prospecting,2021-06-01T00:00:00,,
15354,4110,Prospecting,2022-12-30T00:00:00,2023-01-12T00:00:00,13
15355,4110,Discovery,2023-01-12T00:00:00,2023-01-23T00:00:00,11
15356,4110,Qualification,2023-01-23T00:00:00,2023-02-16T00:00:00,24
15357,4110,Proposal,2023-02-16T00:00:00,2023-03-02T00:00:00,14
15358,4110,Negotiation,2023-03-02T00:00:00,,
15359,4111,Prospecting,2024-07-22T00:00:00,2024-08-08T00:00:00,17
15360,4111,Discovery,2024-08-08T00:00:00,2024-09-13T00:00:00,36
15361,4111,Qualification,2024-09-13T00:00:00,2024-10-14T00:00:00,31
15362,4111,Proposal,2024-10-14T00:00:00,2024-10-28T00:00:00,14
15363,4111,Negotiation,2024-10-28T00:00:00,2024-12-08T00:00:00,41
15364,4111,Closed Won,2024-12-08T00:00:00,2024-12-28T00:00:00,20
15365,4111,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
15366,4112,Prospecting,2022-01-20T00:00:00,2022-02-08T00:00:00,19
15367,4112,Discovery,2022-02-08T00:00:00,,
15368,4113,Prospecting,2021-07-11T00:00:00,2021-08-24T00:00:00,44
15369,4113,Discovery,2021-08-24T00:00:00,2021-10-14T00:00:00,51
15370,4113,Qualification,2021-10-14T00:00:00,2021-12-27T00:00:00,74
15371,4113,Proposal,2021-12-27T00:00:00,2022-01-16T00:00:00,20
15372,4113,Negotiation,2022-01-16T00:00:00,2022-03-20T00:00:00,63
15373,4113,Closed Won,2022-03-20T00:00:00,2022-03-20T00:00:00,0
