call_id,opp_id,owner_id,call_date,duration_minutes,direction,call_type,disposition,num_participants,talk_ratio_rep,longest_monologue_sec,question_count,next_steps_mentioned
8352,4528,1,2024-09-23T12:30:00,0,Inbound,Follow-Up,No Show,1,,,0,False
8353,840,16,2024-12-06T13:45:00,21,Inbound,Check-In,Completed,6,0.67,116,15,False
8354,4148,2,2023-07-14T08:30:00,55,Outbound,Demo,Completed,6,0.51,124,13,False
8355,3490,10,2024-09-23T12:45:00,23,Outbound,Negotiation,Completed,2,0.8,162,4,False
8356,4172,15,2024-09-03T15:45:00,34,Outbound,QBR,Completed,3,0.44,95,10,True
8357,3709,14,2023-11-07T15:00:00,46,Outbound,Negotiation,Completed,3,0.78,79,9,True
8358,1999,6,2024-07-26T12:00:00,27,Outbound,Follow-Up,Completed,3,0.49,186,20,True
8359,2247,9,2024-03-23T12:15:00,29,Inbound,Discovery,Completed,6,1.23,118,12,False
8360,2732,9,2024-12-03T12:30:00,48,Inbound,Demo,Completed,7,0.54,174,13,True
8361,2893,13,2023-04-24T15:00:00,24,Outbound,QBR,Rescheduled,1,,,0,False
8362,1173,15,2023-09-17T14:45:00,36,Inbound,Technical Deep Dive,Completed,6,0.59,154,3,False
8363,1327,10,2022-05-30T15:00:00,19,Inbound,Discovery,Completed,4,0.69,215,14,False
8364,799,13,2024-03-15T10:45:00,29,Inbound,Check-In,Completed,7,0.53,232,11,True
8365,3389,6,2023-11-16T13:00:00,58,Inbound,QBR,Completed,4,0.44,34,19,False
8366,4708,4,2022-11-09T15:00:00,24,Inbound,Demo,Rescheduled,1,,,0,False
8367,1001,6,2022-03-02T14:30:00,0,Outbound,Check-In,No Show,1,,,0,False
8368,1128,8,2024-09-08T14:45:00,47,Outbound,Discovery,Completed,4,0.4,104,6,True
8369,113,16,2024-10-16T13:15:00,27,Outbound,Discovery,Completed,6,0.79,146,8,False
8370,523,14,2024-05-11T09:45:00,25,Outbound,Discovery,Completed,2,0.59,201,11,True
8371,4799,11,2024-06-03T14:30:00,28,Outbound,Technical Deep Dive,Completed,4,0.56,86,12,True
8372,1250,14,2024-02-16T16:15:00,31,Outbound,Check-In,Completed,2,0.85,161,9,True
8373,4456,1,2023-08-20T10:45:00,33,Outbound,Negotiation,Completed,8,0.45,168,28,True
8374,1016,1,2023-08-29T08:45:00,46,Inbound,Negotiation,Completed,3,0.56,294,4,True
8375,3095,7,2023-05-17T14:45:00,51,Inbound,QBR,Completed,8,0.41,129,20,False
8376,1321,7,2022-01-22T10:00:00,58,Inbound,Demo,Completed,8,0.54,140,5,False
8377,1174,14,2024-10-24T09:15:00,48,Inbound,Technical Deep Dive,Completed,8,0.85,132,9,False
8378,1465,4,2024-12-21T12:30:00,57,Outbound,Check-In,Completed,5,0.62,142,16,True
8379,3731,6,2024-12-23T16:30:00,0,Inbound,Demo,No Show,1,,,0,False
8380,1494,14,2024-12-05T11:30:00,58,Inbound,Discovery,Completed,3,0.69,200,12,False
8381,3177,13,2024-09-25T09:00:00,-59,Outbound,Check-In,Completed,8,0.69,222,12,True
8382,3205,13,2024-12-26T08:00:00,17,Inbound,Demo,Rescheduled,1,,,0,False
8383,1396,8,2024-12-06T12:15:00,59,Outbound,Demo,Completed,4,0.61,58,17,False
8384,402,16,2023-12-19T10:45:00,0,Outbound,Demo,No Show,1,,,0,False
8385,305,11,2024-10-25T15:45:00,24,Outbound,Technical Deep Dive,Completed,2,0.4,79,12,True
8386,977,12,2024-05-04T11:00:00,42,Inbound,Check-In,Completed,3,0.71,250,10,False
8387,3455,11,2024-10-24T15:00:00,28,Outbound,QBR,Completed,4,0.62,244,9,False
8388,2084,4,2024-11-26T13:30:00,30,Outbound,Discovery,Completed,5,0.53,50,15,False
8389,4022,11,2024-06-17T10:00:00,51,Outbound,Discovery,Completed,4,0.68,228,8,False
8390,3705,1,2024-12-12T10:45:00,17,Inbound,Negotiation,Completed,8,0.4,145,13,True
8391,674,12,2024-09-01T13:30:00,0,Outbound,Check-In,No Show,1,,,0,False
8392,2770,4,2022-05-03T14:30:00,46,Outbound,Discovery,Completed,8,0.52,88,14,True
8393,1687,14,2024-12-01T12:45:00,0,Outbound,Demo,No Show,1,,,0,False
8394,1977,6,2023-11-13T13:00:00,0,Outbound,Discovery,No Show,1,,,0,False
8395,3742,9,2030-06-15T10:00:00,51,Outbound,Check-In,Completed,2,0.4,91,13,True
8396,45,3,2023-12-23T15:00:00,58,Outbound,Discovery,Completed,5,0.37,120,9,True
8397,842,3,2023-07-23T10:45:00,26,Outbound,Negotiation,Completed,6,0.58,154,14,True
8398,2125,15,2024-09-11T14:15:00,57,Outbound,Negotiation,Completed,8,0.67,208,15,False
8399,3303,10,2024-12-23T15:45:00,58,Inbound,Demo,Rescheduled,1,,,0,False
8400,131,16,2024-10-13T12:15:00,42,Outbound,Discovery,Completed,5,0.85,119,1,False
8401,4753,9,2023-11-03T10:30:00,18,Outbound,Technical Deep Dive,Completed,5,0.73,97,3,True
8402,358,14,2030-06-15T10:00:00,21,Outbound,Demo,Completed,8,0.5,202,4,True
8403,409,14,2024-12-26T09:45:00,3,Outbound,Discovery,Voicemail,1,,,0,False
8404,1186,10,2024-12-02T11:15:00,46,Inbound,Check-In,Completed,6,0.7,122,13,False
8405,3004,16,2024-08-29T15:00:00,18,Outbound,Follow-Up,Completed,7,0.52,96,8,False
8406,754,9,2024-12-19T15:45:00,27,Outbound,QBR,Completed,7,1.31,87,10,False
8407,4866,3,2021-03-02T16:30:00,19,Outbound,Technical Deep Dive,Completed,3,0.52,217,9,True
8408,4846,1,2024-11-01T13:15:00,17,Outbound,Demo,Rescheduled,1,,,0,False
8409,4632,12,2024-06-01T11:30:00,34,Outbound,Negotiation,Completed,7,0.64,144,15,True
8410,1728,8,2024-12-22T13:15:00,0,Outbound,Follow-Up,No Show,1,,,0,False
8411,800,9,2024-12-19T13:00:00,45,Inbound,Discovery,Completed,5,0.65,197,5,False
8412,2971,9,2024-12-08T11:15:00,31,Outbound,Negotiation,Completed,6,0.71,102,17,False
8413,3229,13,2024-06-13T12:15:00,47,Outbound,QBR,Completed,8,0.6,157,10,False
8414,3276,1,2024-07-12T15:15:00,,Inbound,Negotiation,Completed,2,0.65,212,2,False
8415,383,15,2024-12-31T09:00:00,44,Outbound,Negotiation,Completed,6,0.74,77,5,False
8416,4793,5,2024-05-28T09:00:00,18,Outbound,Demo,Completed,2,0.59,60,11,True
8417,2791,6,2023-10-23T09:00:00,54,Outbound,QBR,Completed,5,0.36,180,9,False
8418,3729,6,2024-11-28T15:00:00,39,Outbound,Follow-Up,Completed,8,0.43,39,4,False
8419,3924,7,2021-09-25T10:45:00,39,Outbound,Discovery,Completed,7,0.39,54,12,True
8420,3056,4,2024-10-03T11:30:00,60,Outbound,Discovery,Completed,4,0.38,189,5,True
8421,4326,16,2024-12-30T12:00:00,32,Inbound,QBR,Completed,7,1.19,157,8,True
8422,2741,10,2023-03-06T15:30:00,30,Inbound,Demo,Completed,8,0.56,171,9,False
8423,3196,7,2024-12-25T15:00:00,0,Outbound,Negotiation,No Show,1,,,0,False
8424,3992,7,2024-08-13T16:00:00,31,Outbound,Follow-Up,Completed,2,0.39,112,6,True
8425,3821,15,2024-12-15T11:00:00,49,Outbound,Demo,Completed,6,0.68,176,14,True
8426,363,11,2024-04-30T14:00:00,20,Outbound,Check-In,Completed,4,0.67,42,15,True
8427,4287,8,2023-09-19T11:15:00,16,Inbound,QBR,Rescheduled,1,,,0,False
8428,2146,11,2022-01-25T10:00:00,51,Outbound,Follow-Up,Completed,6,0.51,60,18,True
8429,763,12,2024-12-22T12:30:00,48,Outbound,Follow-Up,Completed,7,0.62,141,2,False
8430,4398,9,2022-10-07T10:30:00,36,Outbound,Negotiation,Completed,6,0.41,54,18,False
8431,4535,15,2024-08-11T11:15:00,52,Outbound,Follow-Up,Completed,7,0.88,177,11,False
8432,4774,2,2024-09-29T15:45:00,3,Inbound,Demo,Voicemail,1,,,0,False
8433,1036,11,2024-11-10T14:15:00,33,Outbound,Check-In,Completed,4,0.63,145,7,False
8434,3636,14,2024-01-27T15:45:00,38,Outbound,Follow-Up,Completed,2,0.54,183,9,False
8435,1684,1,2023-03-09T12:00:00,48,Inbound,Follow-Up,Completed,8,0.43,70,19,False
8436,2930,15,2024-12-08T14:45:00,35,Outbound,Discovery,Completed,4,0.71,113,12,False
8437,1915,11,2024-12-22T11:15:00,16,Inbound,Demo,Rescheduled,1,,,0,False
8438,3704,5,2024-10-21T11:30:00,54,Outbound,Negotiation,Rescheduled,1,,,0,False
8439,1659,6,2024-12-31T12:15:00,56,Outbound,Check-In,Completed,4,0.72,245,6,False
8440,3966,10,2024-05-20T09:30:00,36,Outbound,Technical Deep Dive,Completed,5,0.48,147,12,True
8441,2796,13,2023-07-16T11:00:00,16,Inbound,Follow-Up,Completed,5,0.7,173,7,False
8442,4043,16,2024-07-16T09:15:00,55,Outbound,Discovery,Completed,5,0.82,295,3,False
8443,167,14,2024-12-29T14:45:00,47,Inbound,Discovery,Completed,3,1.13,200,5,True
8444,705,10,2024-04-23T14:15:00,45,Outbound,Demo,Completed,8,0.68,204,8,True
8445,490,15,2024-11-20T17:30:00,36,Inbound,Check-In,Completed,3,0.42,138,5,True
8446,3065,2,2024-04-01T09:00:00,38,Outbound,QBR,Completed,2,0.57,82,15,False
8447,463,11,2024-12-06T13:45:00,49,Outbound,Follow-Up,Completed,6,0.42,199,13,True
8448,86,15,2024-05-19T12:45:00,54,Inbound,Technical Deep Dive,Completed,7,0.73,98,5,True
8449,2252,5,2023-10-24T08:30:00,39,Outbound,Discovery,Completed,4,0.52,229,7,False
8450,2917,7,2022-10-30T12:15:00,19,Outbound,Check-In,Rescheduled,1,,,0,False
8451,4668,5,2021-10-08T12:00:00,-51,Inbound,Discovery,Completed,3,0.71,233,3,True
8452,3513,9,2024-04-17T13:15:00,31,Outbound,Demo,Completed,5,0.76,156,10,False
8453,4465,3,2023-09-29T12:45:00,22,Outbound,Follow-Up,Completed,3,0.38,211,12,False
8454,1054,4,2024-02-10T14:15:00,32,Outbound,Check-In,Completed,3,0.37,188,9,True
8455,3934,10,2030-06-15T10:00:00,34,Outbound,Demo,Rescheduled,1,,,0,False
8456,4004,15,2024-12-02T15:30:00,39,Outbound,Demo,Completed,5,1.44,177,16,False
8457,703,8,2023-01-23T15:30:00,41,Outbound,Follow-Up,Completed,8,0.51,180,8,True
8458,4384,12,2024-12-19T12:45:00,31,Outbound,Negotiation,Completed,7,0.59,88,9,False
8459,3892,9,2022-12-05T15:15:00,16,Outbound,Follow-Up,Rescheduled,1,,,0,False
8460,3526,11,2024-06-29T13:00:00,21,Outbound,Follow-Up,Completed,6,0.67,67,3,False
8461,4507,2,2024-12-22T08:00:00,42,Outbound,Follow-Up,Completed,3,0.34,222,24,True
8462,2083,8,2024-05-09T12:45:00,33,Outbound,Follow-Up,Completed,8,0.6,32,7,True
8463,2121,5,2024-10-10T14:00:00,18,Outbound,Check-In,Completed,2,0.47,194,7,False
8464,1602,10,2024-12-18T13:45:00,49,Outbound,Follow-Up,Completed,3,0.61,212,11,True
8465,1414,10,2024-12-02T11:15:00,40,Inbound,Demo,Completed,4,0.68,75,7,False
8466,4364,9,2023-12-09T12:30:00,0,Outbound,Demo,No Show,1,,,0,False
8467,2327,7,2023-06-27T10:15:00,48,Outbound,Negotiation,Completed,7,0.68,152,2,False
8468,4922,4,2024-12-22T12:00:00,0,Outbound,Discovery,No Show,1,,,0,False
8469,2269,13,2024-12-26T14:30:00,27,Outbound,Negotiation,Completed,8,0.69,198,6,True
8470,766,1,2023-12-14T16:45:00,57,Outbound,Follow-Up,Rescheduled,1,,,0,False
8471,3671,7,2024-05-11T13:00:00,41,Outbound,QBR,Completed,5,0.76,207,5,False
8472,4087,4,2022-10-12T15:00:00,44,Outbound,Demo,Completed,6,0.71,114,10,False
8473,2254,14,2024-02-08T14:30:00,52,Outbound,Follow-Up,Completed,4,0.66,157,7,False
8474,1211,2,2023-01-21T10:00:00,48,Outbound,Negotiation,Completed,4,0.56,218,12,True
8475,211,1,2024-08-25T17:45:00,22,Outbound,QBR,Completed,7,0.4,36,18,False
8476,3576,16,2030-06-15T10:00:00,15,Outbound,Check-In,Completed,4,0.69,108,6,False
8477,4724,7,2024-12-08T09:30:00,0,Inbound,Follow-Up,No Show,1,,,0,False
8478,998,14,2024-12-17T10:00:00,0,Inbound,Discovery,No Show,1,,,0,False
8479,599,6,2024-08-19T12:45:00,20,Outbound,Discovery,Completed,6,0.44,232,5,False
8480,1502,9,2024-10-26T10:00:00,15,Inbound,Negotiation,Completed,6,0.59,61,9,False
8481,325,8,2024-07-07T12:45:00,23,Inbound,Technical Deep Dive,Completed,2,1.13,81,12,True
8482,3146,15,2024-11-20T10:30:00,46,Outbound,Discovery,Completed,6,0.5,103,13,False
8483,3151,7,2024-12-30T13:00:00,34,Outbound,Check-In,Completed,6,1.2,210,9,False
8484,58,15,2024-12-09T15:15:00,18,Outbound,Technical Deep Dive,Completed,3,0.41,83,15,True
8485,127,7,2024-12-18T10:00:00,26,Outbound,Technical Deep Dive,Completed,2,0.37,211,9,False
8486,4586,9,2024-11-17T16:15:00,48,Outbound,QBR,Completed,2,0.48,53,12,False
8487,4135,13,2023-03-21T12:45:00,56,Outbound,Discovery,Completed,2,0.44,38,6,False
8488,1738,5,2024-09-29T15:30:00,1,Outbound,Negotiation,Voicemail,1,,,0,False
8489,3101,9,2023-12-09T12:30:00,24,Inbound,Follow-Up,Completed,2,0.79,59,10,False
8490,3721,2,2030-06-15T10:00:00,37,Outbound,Check-In,Completed,4,0.59,39,16,True
8491,181,8,2024-12-17T10:15:00,40,Inbound,Demo,Completed,5,0.44,213,4,False
8492,2247,9,2024-04-09T11:00:00,21,Outbound,Follow-Up,Completed,5,0.6,146,13,True
8493,3530,10,2024-07-03T09:15:00,27,Outbound,Check-In,Completed,3,0.5,102,8,False
8494,726,11,2024-12-27T09:15:00,0,Inbound,QBR,No Show,1,,,0,False
8495,2855,8,2024-04-02T16:15:00,22,Outbound,Follow-Up,Rescheduled,1,,,0,False
8496,1766,11,2030-06-15T10:00:00,53,Outbound,Discovery,Completed,7,0.41,227,12,True
8497,3864,11,2023-10-10T08:15:00,19,Inbound,Demo,Rescheduled,1,,,0,False
8498,1904,16,2023-09-30T15:45:00,54,Outbound,QBR,Completed,2,0.57,90,11,True
8499,1645,4,2030-06-15T10:00:00,16,Outbound,Discovery,Rescheduled,1,,,0,False
8500,2860,13,2024-10-31T08:45:00,0,Outbound,QBR,No Show,1,,,0,False
8501,4541,9,2023-10-26T12:15:00,0,Outbound,Check-In,No Show,1,,,0,False
8502,2886,12,2024-10-18T16:00:00,45,Outbound,Negotiation,Completed,6,0.52,41,9,True
8503,2673,10,2024-09-27T11:00:00,22,Outbound,Check-In,Completed,6,0.55,70,10,False
8504,342,7,2023-07-25T12:00:00,0,Outbound,Discovery,No Show,1,,,0,False
8505,2588,11,2024-04-26T12:45:00,0,Outbound,Check-In,No Show,1,,,0,False
8506,1489,10,2024-05-09T12:00:00,35,Outbound,Discovery,Completed,8,0.51,64,11,False
8507,3618,12,2022-09-10T13:15:00,28,Outbound,Negotiation,Completed,7,0.45,196,6,True
8508,4307,14,2021-06-22T11:00:00,36,Inbound,Check-In,Completed,8,0.77,169,9,False
8509,3704,5,2024-11-30T14:45:00,0,Inbound,Follow-Up,No Show,1,,,0,False
8510,572,8,2024-12-27T13:30:00,26,Inbound,QBR,Completed,4,0.57,57,5,True
8511,89,14,2020-11-27T13:30:00,25,Outbound,Check-In,Completed,7,1.11,198,3,False
8512,1513,2,2022-11-10T12:00:00,52,Outbound,Discovery,Completed,8,0.62,127,14,False
8513,4652,5,2024-12-29T08:15:00,16,Outbound,Follow-Up,Completed,6,0.66,232,10,False
8514,2053,11,2022-12-22T14:45:00,2,Outbound,Check-In,Voicemail,1,,,0,False
8515,3056,4,2024-12-02T11:15:00,24,Outbound,Technical Deep Dive,Completed,5,0.43,85,12,False
8516,2585,3,2024-03-14T10:45:00,21,Outbound,Discovery,Completed,8,0.36,102,19,True
8517,2493,8,2023-11-20T16:15:00,37,Outbound,Negotiation,Completed,5,0.53,106,11,False
8518,4256,14,2023-12-14T11:30:00,58,Outbound,Negotiation,Completed,6,0.58,124,10,False
8519,2049,14,2024-06-11T13:45:00,56,Outbound,Discovery,Completed,3,0.47,127,4,False
8520,2462,5,2024-10-19T10:45:00,29,Outbound,Check-In,Completed,7,0.63,108,5,True
8521,4375,4,2024-07-08T15:00:00,21,Outbound,Demo,Completed,3,0.64,145,8,False
8522,1621,2,2024-04-20T09:00:00,48,Outbound,QBR,Rescheduled,1,,,0,False
8523,3671,7,2024-07-05T12:00:00,0,Inbound,Follow-Up,No Show,1,,,0,False
8524,2032,1,2023-09-20T09:15:00,36,Outbound,Discovery,Rescheduled,1,,,0,False
8525,4023,16,2024-12-03T15:45:00,17,Outbound,Follow-Up,Completed,8,0.7,96,12,False
8526,4786,9,2024-05-11T14:15:00,29,Outbound,Negotiation,Completed,3,0.51,135,14,False
8527,1014,11,2022-04-11T15:30:00,33,Outbound,Demo,Completed,4,0.68,175,6,False
8528,1347,7,2022-07-28T10:00:00,,Outbound,QBR,Completed,5,0.68,80,18,True
8529,2100,8,2022-08-09T16:00:00,34,Outbound,Discovery,Completed,4,0.4,93,17,True
8530,1009,11,2024-12-12T15:30:00,50,Outbound,QBR,Rescheduled,1,,,0,False
8531,4989,11,2024-04-17T14:00:00,3,Outbound,Technical Deep Dive,Voicemail,1,,,0,False
8532,2042,2,2024-05-30T15:15:00,,Outbound,Technical Deep Dive,Completed,5,0.34,108,21,True
8533,4252,1,2022-09-14T12:00:00,,Outbound,Technical Deep Dive,No Show,1,,,0,False
8534,1783,11,2024-08-19T16:00:00,25,Inbound,QBR,Completed,5,0.69,59,15,False
8535,1184,10,2024-12-25T14:30:00,39,Outbound,Discovery,Completed,3,0.68,34,11,False
8536,1227,8,2024-11-13T12:30:00,34,Outbound,Discovery,Completed,7,0.67,59,20,True
8537,4658,8,2022-06-24T11:45:00,0,Outbound,Discovery,No Show,1,,,0,False
8538,3877,2,2023-01-20T11:45:00,37,Inbound,Demo,Completed,5,0.62,131,14,True
8539,3117,8,2024-06-26T12:45:00,20,Outbound,Check-In,Completed,6,0.57,157,17,False
8540,2008,3,2024-12-28T14:30:00,37,Inbound,Technical Deep Dive,Rescheduled,1,,,0,False
8541,1267,13,2024-12-21T13:00:00,0,Outbound,Check-In,No Show,1,,,0,False
8542,1926,10,2024-04-08T13:30:00,50,Inbound,Negotiation,Rescheduled,1,,,0,False
8543,3484,14,2024-12-29T10:45:00,38,Outbound,Technical Deep Dive,Completed,7,0.43,165,6,False
8544,2926,15,2024-02-25T15:30:00,21,Outbound,Demo,Completed,4,0.69,175,4,False
8545,4281,4,2024-10-13T14:45:00,26,Outbound,Discovery,Completed,6,0.75,237,9,False
8546,4890,11,2023-12-02T15:15:00,25,Outbound,Check-In,Completed,3,0.73,240,9,False
8547,632,11,2024-08-06T16:15:00,29,Outbound,Discovery,Completed,3,0.53,75,5,True
8548,3339,1,2024-12-31T10:15:00,25,Outbound,Negotiation,Rescheduled,1,,,0,False
8549,4332,10,2024-02-11T16:45:00,22,Outbound,Discovery,Completed,6,0.76,82,10,False
8550,3096,4,2024-12-19T13:15:00,44,Outbound,Discovery,Completed,3,0.45,36,6,False
8551,432,15,2024-12-24T09:00:00,44,Inbound,Negotiation,Completed,2,0.41,136,12,True
8552,3613,8,2023-10-09T08:30:00,32,Inbound,Discovery,Completed,6,0.37,58,6,False
8553,3054,1,2022-12-17T13:30:00,44,Outbound,QBR,Completed,3,0.63,225,19,False
8554,1169,15,2024-12-12T10:15:00,23,Outbound,Check-In,Completed,6,0.87,35,2,False
8555,4922,4,2024-12-30T12:15:00,0,Inbound,QBR,No Show,1,,,0,False
8556,3525,11,2024-06-11T14:30:00,,Inbound,Follow-Up,Completed,4,0.45,55,9,True
8557,3785,7,2024-07-08T15:00:00,31,Inbound,Technical Deep Dive,Completed,3,0.77,131,12,False
8558,4547,2,2023-05-14T15:45:00,49,Outbound,Check-In,Completed,3,1.35,201,19,False
8559,3149,15,2024-05-27T14:00:00,41,Outbound,Follow-Up,Completed,6,0.6,136,5,False
8560,513,12,2024-02-19T13:00:00,,Outbound,Discovery,Rescheduled,1,,,0,False
8561,4601,11,2023-05-05T11:30:00,58,Outbound,Demo,Completed,6,0.43,226,14,False
8562,4070,1,2023-09-19T13:30:00,34,Outbound,Negotiation,Completed,4,0.56,134,14,True
8563,561,3,2024-12-15T16:30:00,59,Outbound,Negotiation,Rescheduled,1,,,0,False
8564,1250,14,2024-01-27T14:45:00,,Outbound,QBR,Completed,2,0.79,112,9,False
8565,4709,8,2024-12-30T12:45:00,39,Outbound,Follow-Up,Rescheduled,1,,,0,False
8566,1718,1,2024-01-23T09:45:00,0,Inbound,Discovery,No Show,1,,,0,False
8567,4297,16,2024-12-05T15:45:00,2,Inbound,Discovery,Voicemail,1,,,0,False
8568,4290,14,2024-12-20T12:45:00,0,Outbound,Follow-Up,No Show,1,,,0,False
8569,1874,11,2023-04-23T14:00:00,3,Outbound,Discovery,Voicemail,1,,,0,False
8570,1841,4,2024-09-21T11:30:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
8571,3788,4,2024-12-23T10:30:00,60,Outbound,Check-In,Completed,8,0.68,168,9,True
8572,4960,3,2023-10-01T10:15:00,48,Inbound,QBR,Completed,8,0.52,75,12,True
8573,2456,12,2022-01-31T15:45:00,23,Outbound,Technical Deep Dive,Completed,4,0.39,182,17,False
8574,215,15,2024-10-16T12:15:00,0,Outbound,Check-In,No Show,1,,,0,False
8575,2913,12,2024-12-05T15:30:00,51,Outbound,QBR,Completed,5,0.59,45,3,True
8576,4665,16,2022-03-15T16:30:00,0,Outbound,Negotiation,No Show,1,,,0,False
8577,2426,3,2024-03-04T13:15:00,35,Inbound,Check-In,Completed,7,0.57,116,18,True
8578,1701,2,2024-12-16T12:00:00,0,Outbound,Check-In,No Show,1,,,0,False
8579,3122,10,2024-12-23T13:45:00,28,Outbound,Check-In,Completed,7,0.42,160,7,False
8580,338,15,2024-09-27T16:00:00,37,Outbound,Follow-Up,Completed,6,1.24,152,13,True
8581,121,2,2024-10-16T14:30:00,54,Outbound,Follow-Up,Completed,5,0.37,52,15,True
8582,1975,2,2024-12-08T09:45:00,20,Outbound,Follow-Up,Completed,2,0.39,51,7,True
8583,3342,1,2023-02-03T15:15:00,25,Outbound,Follow-Up,Completed,7,0.5,199,7,False
8584,4268,11,2021-05-04T16:15:00,49,Inbound,Demo,Completed,3,0.61,175,11,False
8585,585,10,2024-11-01T15:45:00,,Outbound,QBR,Completed,7,0.52,111,13,True
8586,3919,11,2024-12-15T10:45:00,21,Inbound,Discovery,Completed,6,0.57,215,3,True
8587,1033,2,2024-12-30T11:15:00,22,Outbound,Follow-Up,Completed,4,0.63,100,14,False
8588,3104,15,2024-10-16T11:15:00,38,Outbound,QBR,Completed,3,0.67,201,10,True
8589,3160,5,2024-12-27T13:30:00,38,Outbound,Negotiation,Completed,8,0.62,156,6,False
8590,4458,13,2024-02-11T13:00:00,28,Inbound,Discovery,Rescheduled,1,,,0,False
8591,3461,4,2022-03-28T12:30:00,0,Outbound,Demo,No Show,1,,,0,False
8592,3466,16,2024-12-05T10:45:00,58,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
8593,3996,11,2024-08-15T16:00:00,0,Outbound,Demo,No Show,1,,,0,False
8594,3958,1,2024-12-04T13:45:00,51,Inbound,Demo,Completed,3,0.57,192,7,True
8595,3349,5,2024-07-14T09:15:00,36,Outbound,QBR,Completed,3,0.37,65,17,True
8596,2703,16,2024-12-11T11:00:00,47,Outbound,QBR,Completed,6,0.47,171,13,False
8597,3611,10,2024-01-17T11:15:00,53,Outbound,Follow-Up,Completed,4,0.38,52,19,False
8598,3725,13,2022-05-30T13:30:00,41,Outbound,Follow-Up,Completed,3,0.47,58,11,True
8599,3655,3,2024-11-19T10:30:00,36,Outbound,Demo,Completed,2,1.3,176,10,False
8600,2504,3,2022-08-20T12:00:00,56,Inbound,Demo,Rescheduled,1,,,0,False
8601,1393,12,2024-06-19T12:30:00,21,Inbound,Demo,Completed,2,0.78,117,6,False
8602,3403,12,2022-01-11T12:45:00,19,Outbound,QBR,Completed,4,0.39,67,13,True
8603,855,16,2022-10-06T13:00:00,55,Outbound,Demo,Completed,3,0.51,160,4,True
8604,2410,4,2024-12-05T10:45:00,51,Outbound,Discovery,Completed,4,0.46,87,6,False
8605,3997,9,2024-01-22T13:15:00,32,Outbound,Demo,Completed,2,0.42,101,7,True
8606,1479,3,2022-10-19T09:45:00,-21,Outbound,Discovery,Completed,7,0.42,133,13,True
8607,1604,8,2021-08-13T17:45:00,3,Inbound,Demo,Voicemail,1,,,0,False
8608,1254,9,2024-11-19T13:45:00,43,Outbound,QBR,Completed,7,0.52,80,18,True
8609,2332,12,2024-12-05T13:45:00,37,Outbound,Technical Deep Dive,Completed,5,0.86,256,4,False
8610,220,4,2024-05-24T13:00:00,57,Outbound,QBR,Completed,5,0.52,37,7,True
8611,3226,9,2024-01-11T14:30:00,25,Outbound,Check-In,Completed,4,0.46,184,5,True
8612,4333,2,2024-12-15T16:00:00,,Outbound,Technical Deep Dive,Voicemail,1,,,0,False
8613,4757,9,2022-01-17T14:45:00,,Outbound,Negotiation,Completed,2,0.56,174,11,True
8614,3480,12,2024-11-27T15:45:00,32,Inbound,QBR,Completed,5,0.72,126,9,False
8615,2345,15,2024-12-08T10:00:00,16,Inbound,QBR,Rescheduled,1,,,0,False
8616,2341,10,2022-01-10T15:45:00,36,Outbound,Demo,Completed,3,0.4,89,15,True
8617,3811,1,2022-12-25T14:30:00,49,Inbound,Follow-Up,Completed,7,0.44,66,19,True
8618,4951,9,2024-11-22T12:00:00,51,Outbound,Check-In,Completed,3,0.73,198,1,False
8619,2840,9,2024-12-14T15:00:00,47,Outbound,QBR,Completed,2,0.58,55,15,True
8620,1210,6,2024-12-09T11:30:00,35,Outbound,Discovery,Completed,8,0.56,102,7,True
8621,3015,15,2024-11-18T11:15:00,50,Inbound,Discovery,Completed,3,0.48,157,16,True
8622,1061,1,2024-12-26T09:00:00,35,Outbound,Demo,Completed,2,0.36,72,18,True
8623,4131,12,2023-09-20T17:15:00,52,Inbound,Technical Deep Dive,Completed,8,0.4,171,17,False
8624,2680,14,2022-08-17T10:45:00,22,Inbound,Follow-Up,Completed,5,0.47,199,8,True
8625,1793,14,2023-12-06T12:30:00,52,Outbound,Discovery,Completed,6,0.63,48,13,False
8626,535,14,2024-12-27T16:30:00,43,Outbound,QBR,Rescheduled,1,,,0,False
8627,454,8,2024-10-30T10:00:00,0,Outbound,Negotiation,No Show,1,,,0,False
8628,3803,15,2024-12-13T10:30:00,30,Inbound,Discovery,Completed,2,0.87,265,3,False
8629,4920,6,2023-04-28T15:30:00,58,Outbound,Demo,Rescheduled,1,,,0,False
8630,3322,11,2024-05-27T15:00:00,41,Outbound,Follow-Up,Completed,4,0.59,114,9,False
8631,1633,16,2023-07-08T10:30:00,1,Inbound,Discovery,Voicemail,1,,,0,False
8632,3357,9,2024-05-12T10:45:00,36,Inbound,Technical Deep Dive,Completed,4,0.7,136,6,True
8633,109,5,2024-03-11T15:30:00,60,Outbound,Demo,Completed,3,0.53,209,5,False
8634,2808,4,2022-12-06T10:00:00,56,Outbound,Demo,Completed,7,0.36,165,20,False
8635,1164,5,2023-07-19T13:15:00,53,Outbound,Demo,Completed,6,0.5,135,17,True
8636,4084,9,2030-06-15T10:00:00,36,Outbound,Demo,Completed,3,0.85,95,1,False
