activity_id,lead_id,campaign_id,activity_type,activity_date,utm_source
23698,3591,45,Form Fill,2024-09-22T22:09:00,
23699,5926,44,Email Open,2024-09-28T09:23:00,
23700,179,107,Unsubscribe,2022-09-14T07:17:00,
23701,5163,156,Email Open,2020-08-02T21:55:00,
23702,2176,109,Unsubscribe,2023-02-06T07:47:00,
23703,3321,153,Webinar Registration,2024-08-14T18:09:00,
23704,5321,108,Email Click,2021-08-26T03:09:00,
23705,3854,16,Email Open,2020-07-21T23:51:00,
23706,1363,34,Ad Click,2023-06-05T23:44:00,direct
23707,6899,114,Email Open,2020-08-21T12:47:00,
23708,1058,190,Ad Click,2024-10-09T10:05:00,facebook
23709,6691,77,Content Download,2023-11-29T18:58:00,
23710,665,167,Form Fill,2020-08-03T05:41:00,google
23711,6106,50,Content Download,2022-07-30T08:40:00,
23712,1922,,Form Fill,2022-09-14T02:14:00,facebook
23713,6124,52,Email Click,2023-12-21T00:31:00,
23714,3228,9,Page Visit,2024-01-09T20:22:00,
23715,362,91,Content Download,2020-07-21T01:39:00,
23716,7339,40,Unsubscribe,2020-04-01T03:34:00,
23717,1185,180,Email Open,2024-11-21T21:20:00,
23718,6594,52,Form Fill,2023-12-27T03:02:00,linkedin
23719,953,91,Webinar Registration,2020-06-09T14:18:00,
23720,1369,139,Webinar Registration,2020-09-21T08:17:00,
23721,2159,82,Email Click,2021-12-05T02:12:00,
23722,2075,187,Ad Click,2023-01-28T17:09:00,linkedin
23723,3053,169,Form Fill,2022-12-03T19:17:00,google
23724,7103,167,Email Open,2020-10-11T21:34:00,
23725,5204,42,Content Download,2020-04-25T09:11:00,
23726,5912,37,Form Fill,2024-12-19T00:00:00,
23727,2081,44,Form Fill,2024-09-09T19:47:00,twitter
23728,756,22,Form Fill,2021-10-05T11:36:00,referral
23729,6749,15,Form Fill,2020-10-16T17:37:00,google
23730,4902,98,Email Bounce,2023-01-16T10:43:00,
23731,4589,127,,2023-11-20T09:37:00,
23732,4589,147,Email Click,2023-10-23T11:19:00,
23733,3775,64,Ad Click,2023-09-11T22:48:00,google
23734,3216,93,Webinar Attended,2023-12-25T09:19:00,
23735,1268,142,Email Open,2022-11-24T13:03:00,
23736,1008,139,Webinar Registration,2020-11-01T20:28:00,
23737,2164,144,Email Click,2023-01-29T16:10:00,
23738,7058,71,Email Open,2021-10-12T09:54:00,
23739,7881,67,Email Open,2020-04-24T16:31:00,
23740,4311,90,,2021-12-20T04:26:00,direct
23741,2815,143,Page Visit,2022-06-18T22:50:00,
23742,2224,153,Webinar Attended,2030-03-15T14:30:00,
23743,7365,104,Form Fill,2023-07-09T16:06:00,facebook
23744,7137,108,,2021-06-13T17:15:00,
23745,4987,139,Email Click,2020-09-13T00:45:00,
23746,657,99,Page Visit,2020-12-20T05:15:00,twitter
23747,2449,146,,2023-05-09T00:25:00,
23748,3269,175,Email Open,2021-03-04T09:21:00,
23749,3984,159,Unsubscribe,2022-07-20T05:24:00,
23750,5656,188,Email Open,2024-12-02T00:00:00,
23751,456,150,Webinar Registration,2020-08-23T15:35:00,
23752,5125,97,Webinar Registration,2021-10-05T14:13:00,
23753,7542,15,Page Visit,2020-09-06T13:57:00,
23754,1275,111,Unsubscribe,2020-06-05T05:31:00,
23755,5472,154,Content Download,2021-07-01T02:17:00,
23756,5214,91,Email Click,2020-08-14T04:44:00,
23757,3288,2,Email Open,2023-08-30T03:16:00,
23758,3402,76,,2024-06-07T21:27:00,
23759,5,61,Unsubscribe,2024-02-29T12:27:00,
23760,3516,71,Content Download,2021-10-16T19:57:00,
23761,6688,27,Unsubscribe,2022-02-06T11:35:00,
23762,4566,66,Content Download,2022-03-30T03:07:00,
23763,2326,39,Ad Click,2024-08-21T12:03:00,direct
23764,1263,158,Webinar Attended,2020-07-03T14:37:00,
23765,5215,158,Form Fill,2020-08-10T21:09:00,referral
23766,2899,152,Content Download,2024-09-05T19:56:00,
23767,4132,79,Page Visit,2021-04-21T06:21:00,
23768,6772,147,Form Fill,2023-11-07T13:10:00,direct
23769,2445,115,Form Fill,2023-12-15T09:58:00,direct
23770,3959,85,Content Download,2020-09-20T03:34:00,
23771,7607,191,Ad Click,2023-12-01T04:15:00,
23772,4755,3,Page Visit,2023-09-12T18:08:00,twitter
23773,7915,65,Page Visit,2030-03-15T14:30:00,direct
23774,5696,22,Content Download,2021-09-16T08:17:00,
23775,428,37,Page Visit,2024-12-15T00:00:00,facebook
23776,5656,8,Page Visit,2022-04-11T16:22:00,google
23777,4742,159,Form Fill,2022-06-18T13:20:00,facebook
23778,1740,140,Unsubscribe,2021-06-25T22:12:00,
23779,4223,54,Form Fill,2022-01-25T01:03:00,linkedin
23780,1306,80,Content Download,2023-01-05T04:59:00,
23781,6074,146,Email Click,2023-05-05T17:15:00,
23782,4820,139,Content Download,2020-10-15T21:28:00,
23783,9,194,Content Download,2020-12-15T00:42:00,
23784,1207,86,Email Open,2021-01-31T18:18:00,
23785,1863,187,Email Open,2023-01-12T07:58:00,
23786,2059,94,Email Open,2024-12-30T00:00:00,
23787,6115,92,Page Visit,2020-10-14T16:39:00,
23788,5492,117,Email Bounce,2022-08-30T04:26:00,
23789,4675,164,Form Fill,2023-06-09T00:17:00,direct
23790,6874,107,Ad Click,2022-09-18T12:41:00,linkedin
23791,585,149,Email Open,2024-04-22T01:02:00,
23792,2101,119,Page Visit,2022-10-29T06:16:00,
23793,855,170,Page Visit,2020-01-05T04:21:00,google
23794,3399,61,Content Download,2023-12-08T15:44:00,
23795,239,111,Page Visit,2020-06-08T12:29:00,facebook
23796,3188,83,Email Open,2021-07-12T22:02:00,
23797,2696,101,Page Visit,2021-04-18T23:31:00,direct
23798,7371,43,Page Visit,2022-07-30T12:08:00,referral
23799,5962,54,Form Fill,2022-02-16T06:30:00,facebook
23800,2466,78,Email Open,2023-08-21T18:11:00,
23801,3091,8,,2022-04-17T14:48:00,google
23802,2562,70,Email Click,2022-10-02T14:39:00,
23803,445,153,Form Fill,2024-07-22T06:40:00,
23804,2666,13,Ad Click,2024-12-01T00:00:00,facebook
23805,4913,114,Email Open,2020-09-15T23:34:00,
23806,3643,140,Ad Click,2021-06-27T00:25:00,facebook
23807,5647,,Form Fill,2020-01-08T00:13:00,facebook
23808,6690,92,Webinar Registration,2020-10-21T04:33:00,
23809,4853,185,Page Visit,2022-05-14T14:27:00,linkedin
23810,6817,111,Email Open,2020-06-22T19:08:00,
23811,6219,106,Email Open,2023-08-26T20:50:00,
23812,2971,26,Page Visit,2020-11-24T03:04:00,
23813,2902,109,Form Fill,2023-01-12T17:50:00,twitter
23814,3407,130,Page Visit,2024-12-20T00:00:00,direct
23815,186,111,Email Open,2020-07-05T08:00:00,
23816,5786,65,Email Open,2024-12-03T11:44:00,
23817,5440,24,Content Download,2021-11-14T18:41:00,
23818,444,162,,2023-02-06T13:48:00,direct
23819,4547,,Content Download,2021-01-29T06:27:00,
23820,2905,143,Email Bounce,2022-08-21T19:39:00,
23821,3405,105,Email Open,2020-03-13T08:02:00,
23822,5591,88,Email Open,2022-07-25T23:45:00,
23823,1317,5,Ad Click,2024-12-07T00:00:00,direct
23824,117,175,Webinar Attended,2030-03-15T14:30:00,
23825,5801,35,Form Fill,2023-02-26T22:05:00,direct
23826,6324,14,Email Open,2020-06-20T00:14:00,
23827,2087,107,Ad Click,2022-09-17T04:32:00,twitter
23828,6660,92,Email Open,2020-09-09T07:51:00,
23829,3905,195,Email Open,2021-12-24T07:54:00,
23830,7706,47,Webinar Attended,2024-04-30T02:10:00,
23831,3352,90,Form Fill,2021-12-16T17:35:00,
23832,7109,192,Webinar Registration,2021-02-27T11:57:00,
23833,7463,192,Page Visit,2021-02-15T23:20:00,google
23834,7958,77,Email Open,2023-12-04T00:03:00,
23835,4574,123,Form Fill,2020-02-17T02:15:00,google
23836,3744,159,Webinar Registration,2022-06-03T23:55:00,
23837,5759,199,Page Visit,2024-03-26T20:21:00,referral
23838,7791,165,Email Open,2020-10-15T07:54:00,
23839,419,82,Content Download,2021-12-15T21:14:00,
23840,6305,163,Email Open,2024-08-17T15:18:00,
23841,6011,162,Email Click,2023-02-12T07:11:00,
23842,6779,145,Content Download,2023-03-26T02:42:00,
23843,6301,143,Webinar Attended,2022-07-29T03:39:00,
23844,2181,90,Unsubscribe,2021-12-05T08:55:00,
23845,7358,20,Email Open,2021-07-05T08:13:00,
23846,6525,69,Ad Click,2021-07-24T03:20:00,referral
23847,2400,7,Email Bounce,2020-11-17T19:39:00,
23848,5673,8,Form Fill,2022-04-17T01:38:00,referral
23849,1415,81,Email Click,2020-05-09T13:11:00,
23850,4750,136,Email Click,2021-01-06T01:52:00,
23851,4167,106,Content Download,2023-07-03T13:39:00,
23852,1369,88,Content Download,2022-08-04T05:21:00,
23853,7746,71,Email Bounce,2021-10-14T09:35:00,
23854,4227,47,Form Fill,2024-04-14T07:08:00,linkedin
23855,7450,,Content Download,2022-05-17T21:53:00,
23856,6533,118,Webinar Registration,2023-12-22T01:41:00,
23857,4501,106,Page Visit,2023-07-18T03:39:00,referral
23858,972,24,Form Fill,2021-09-11T18:44:00,
23859,7415,104,Form Fill,2023-06-10T19:30:00,facebook
23860,4678,121,Email Open,2021-04-03T14:18:00,
23861,5106,115,Email Click,2023-09-27T15:16:00,
23862,7211,72,Page Visit,2022-03-27T09:48:00,
23863,3778,67,Page Visit,2020-04-04T01:10:00,referral
23864,6188,133,Ad Click,2022-04-03T05:53:00,google
23865,1079,,Form Fill,2020-06-28T14:56:00,facebook
23866,2782,6,Content Download,2023-06-30T02:12:00,
23867,941,123,Form Fill,2020-02-13T00:19:00,referral
23868,2286,120,Email Bounce,2020-10-29T10:50:00,
23869,4963,110,Ad Click,2024-02-14T12:33:00,linkedin
23870,6843,106,Email Open,2023-06-12T23:15:00,
23871,3671,14,Form Fill,2020-06-29T07:08:00,referral
23872,4178,78,Ad Click,2023-08-26T02:18:00,direct
23873,7578,23,Email Click,2020-08-13T12:01:00,
23874,7008,154,Page Visit,2021-06-23T23:12:00,referral
23875,1154,17,Webinar Registration,2021-07-21T01:24:00,
23876,3316,151,Content Download,2024-09-06T15:43:00,
23877,4154,169,Ad Click,2023-01-09T14:08:00,facebook
23878,2668,131,Webinar Attended,2020-10-07T12:51:00,
23879,3309,60,Email Open,2021-04-06T11:20:00,
23880,3192,106,Ad Click,2023-08-21T07:02:00,
23881,5687,124,Email Open,2021-11-16T17:42:00,
23882,7526,106,Page Visit,2023-06-09T07:13:00,linkedin
23883,1403,107,Form Fill,2022-09-10T00:25:00,referral
23884,6172,158,Content Download,2020-07-22T17:20:00,
23885,2875,175,Email Open,2021-02-18T07:16:00,
23886,187,3,Email Click,2023-08-29T10:31:00,
23887,6393,113,Email Open,2022-01-24T13:05:00,
23888,3723,162,Form Fill,2023-02-01T11:04:00,twitter
23889,3686,6,Webinar Attended,2023-07-23T22:44:00,
23890,828,30,Content Download,2030-03-15T14:30:00,
23891,7602,63,Form Fill,2023-10-20T23:34:00,direct
23892,1294,92,Email Click,2020-10-08T21:08:00,
23893,200,12,Webinar Attended,2020-10-02T00:53:00,
23894,7476,26,Ad Click,2020-11-30T12:22:00,direct
23895,7716,69,Email Open,2021-07-28T00:40:00,
23896,7960,50,Form Fill,2022-06-26T17:43:00,twitter
23897,2812,124,Ad Click,2021-11-21T16:48:00,
23898,5955,44,Email Open,2024-09-30T16:15:00,
23899,5214,9,Webinar Attended,2024-01-07T01:28:00,
23900,5578,159,Email Click,2022-07-19T08:08:00,
23901,6615,92,Form Fill,2020-09-23T21:19:00,facebook
23902,6329,39,Webinar Attended,2024-08-08T13:47:00,
23903,7895,97,Email Open,2021-10-11T03:19:00,
23904,6980,,Email Open,2020-04-12T14:32:00,
23905,2491,161,Email Open,2024-09-04T00:06:00,
23906,6089,102,Ad Click,2020-03-16T20:03:00,linkedin
23907,568,143,Email Click,2030-03-15T14:30:00,
23908,528,186,Email Open,2024-10-12T23:41:00,
23909,2624,119,Email Bounce,2022-11-09T01:58:00,
23910,6183,124,Webinar Registration,2021-11-20T16:03:00,
23911,5412,54,Email Bounce,2022-02-17T03:02:00,
23912,638,136,Email Bounce,2021-01-13T13:16:00,
23913,4938,190,Email Open,2024-11-07T18:08:00,
23914,6161,20,,2021-07-05T22:42:00,
23915,866,99,Form Fill,2020-12-17T19:11:00,
23916,1271,91,Webinar Attended,2020-08-30T04:38:00,
23917,1306,92,Content Download,2020-10-04T02:38:00,
23918,5071,29,Email Open,2024-12-07T00:00:00,
23919,6073,124,Email Open,2021-11-29T18:49:00,
23920,5263,71,Email Open,2021-10-10T20:30:00,
23921,894,103,,2022-12-16T06:32:00,linkedin
23922,2630,24,Form Fill,2021-10-30T21:00:00,facebook
23923,2318,3,Webinar Registration,2023-10-23T20:43:00,
23924,5426,151,Email Open,2024-08-06T07:58:00,
23925,3280,155,Content Download,2024-08-28T07:58:00,
23926,2370,132,Email Open,2020-09-17T17:22:00,
23927,3198,91,Email Click,2020-07-19T18:42:00,
23928,5930,116,Webinar Attended,2024-12-12T21:24:00,
23929,1321,81,Email Open,2020-04-22T13:02:00,
23930,5510,129,Ad Click,2024-03-07T22:17:00,referral
23931,5648,107,Webinar Attended,2022-09-06T15:29:00,
23932,239,142,Email Click,2022-11-03T07:17:00,
23933,2027,180,Webinar Registration,2024-11-28T21:44:00,
23934,6771,155,Form Fill,2024-09-26T04:04:00,linkedin
23935,6395,189,Form Fill,2021-10-06T14:40:00,
23936,7931,8,Content Download,2022-04-15T02:24:00,
23937,33,,Form Fill,2020-09-08T11:40:00,facebook
23938,843,117,Content Download,2022-08-25T07:00:00,
23939,2851,153,Email Open,2024-08-26T04:56:00,
23940,5072,42,Content Download,2020-05-06T02:56:00,
23941,2399,97,Unsubscribe,2021-10-16T11:53:00,
23942,2588,115,Page Visit,2023-10-08T19:40:00,google
23943,4992,2,Form Fill,2023-06-25T18:31:00,referral
23944,4488,155,Form Fill,2024-08-31T23:09:00,twitter
23945,4557,167,Email Open,2020-07-23T11:26:00,
23946,7590,27,Page Visit,2022-02-03T02:42:00,
23947,1709,187,Ad Click,2023-01-29T11:01:00,facebook
23948,657,18,Webinar Registration,2020-03-09T21:00:00,
23949,2096,168,Email Open,2024-02-18T18:22:00,
23950,4308,26,Email Bounce,2020-11-27T03:42:00,
23951,171,127,Webinar Registration,2023-11-11T19:49:00,
23952,3124,23,Ad Click,2020-07-19T17:44:00,google
23953,7076,167,Email Click,2020-08-26T22:03:00,
23954,5938,22,Content Download,2021-09-14T23:34:00,
23955,4185,9,Ad Click,2023-12-28T02:36:00,google
23956,663,124,Webinar Registration,2021-11-21T04:40:00,
23957,6866,96,Form Fill,2021-10-31T04:11:00,facebook
23958,3844,116,Page Visit,2024-12-02T07:56:00,referral
23959,7667,144,Email Click,2023-02-04T03:42:00,
23960,4960,181,Form Fill,2020-03-30T00:13:00,referral
23961,6115,136,Form Fill,2021-01-08T00:50:00,google
23962,903,4,Content Download,2021-08-21T18:45:00,
23963,4393,82,Email Open,2021-12-06T18:34:00,
23964,5013,122,Webinar Attended,2020-07-05T11:43:00,
23965,7706,61,Form Fill,2024-01-06T03:33:00,facebook
23966,5841,29,Webinar Registration,2024-12-27T00:00:00,
23967,46,142,Email Click,2022-12-04T22:54:00,
23968,4258,55,Email Open,2023-11-18T16:07:00,
23969,7680,156,Email Bounce,2020-07-23T12:18:00,
23970,4538,10,Email Bounce,2021-09-26T07:33:00,
23971,797,113,Email Click,2021-11-13T21:53:00,
23972,4058,63,Webinar Attended,2023-12-02T07:17:00,
23973,5703,131,Unsubscribe,2020-09-26T17:53:00,
23974,5443,70,Email Open,2022-09-25T09:17:00,
23975,7509,39,Email Open,2024-08-25T16:40:00,
23976,7949,151,Email Bounce,2024-07-13T20:31:00,
23977,2541,7,Email Open,2020-12-09T04:09:00,
23978,7550,191,Email Open,2023-12-08T23:52:00,
23979,1063,9,Ad Click,2024-01-03T02:00:00,google
23980,1380,33,Content Download,2021-07-29T09:51:00,
23981,1745,58,Email Open,2023-06-08T03:47:00,
23982,235,139,Content Download,2020-09-17T03:45:00,
23983,1623,53,Content Download,2023-12-07T21:33:00,
23984,2315,59,Unsubscribe,2021-12-13T00:25:00,
23985,4663,139,Page Visit,2020-09-14T12:59:00,linkedin
23986,7937,89,Unsubscribe,2021-01-17T03:26:00,
23987,3222,102,Page Visit,2020-03-09T13:07:00,google
23988,3751,57,Email Open,2023-10-30T17:15:00,
23989,5290,167,Form Fill,2020-08-02T19:51:00,twitter
23990,7702,22,Ad Click,2021-09-23T16:37:00,referral
23991,2908,67,Page Visit,2020-03-30T03:51:00,google
23992,3376,,Email Open,2024-12-12T00:00:00,
23993,5960,26,Form Fill,2020-11-15T23:21:00,linkedin
23994,2107,27,Ad Click,2022-01-31T18:58:00,linkedin
23995,5780,136,Ad Click,2021-01-17T02:58:00,twitter
23996,5383,199,Email Open,2024-04-12T03:24:00,
23997,3648,145,Content Download,2023-03-24T23:00:00,
23998,1582,74,Email Open,2024-08-08T23:59:00,
23999,111,103,Email Open,2022-12-15T05:36:00,
24000,4940,50,Email Click,2022-06-10T05:37:00,
24001,7863,50,Email Click,2022-07-23T03:22:00,
24002,2326,95,Page Visit,2022-05-24T22:16:00,referral
24003,1409,53,Email Open,2023-12-22T04:18:00,
24004,6651,37,Content Download,2024-12-18T00:00:00,
24005,1451,183,Email Open,2022-09-25T21:39:00,
24006,3854,101,Email Open,2021-04-28T17:41:00,
24007,5616,82,,2021-11-27T13:22:00,
24008,3,86,Content Download,2021-01-24T11:40:00,
24009,3408,166,Email Open,2023-12-25T06:26:00,
24010,5906,166,Webinar Attended,2024-02-22T15:38:00,
24011,7091,22,Webinar Attended,2021-09-27T06:27:00,
24012,3379,69,Page Visit,2021-08-05T21:18:00,twitter
24013,5450,12,Email Open,2020-09-28T15:03:00,
24014,350,117,Email Open,2022-09-12T22:28:00,
24015,2613,174,Ad Click,2021-04-08T23:24:00,facebook
24016,3025,140,Webinar Registration,2021-06-27T07:05:00,
24017,5398,13,Webinar Registration,2024-12-26T00:00:00,
24018,6599,121,Email Open,2021-04-11T03:49:00,
24019,2876,194,Webinar Attended,2020-12-14T09:28:00,
24020,4023,145,Form Fill,2023-03-23T03:48:00,linkedin
24021,4972,142,Email Open,2022-12-23T20:44:00,
24022,6138,184,Webinar Attended,2020-08-30T04:05:00,
24023,6392,97,Content Download,2021-08-24T20:15:00,
24024,7996,116,Email Open,2024-12-17T02:50:00,
24025,1678,171,Email Bounce,2021-01-10T09:20:00,
24026,1013,2,Ad Click,2023-07-15T09:47:00,
24027,852,99,Email Open,2020-12-25T06:47:00,
24028,6381,57,Page Visit,2023-08-18T00:19:00,linkedin
24029,1135,158,Unsubscribe,2020-07-21T21:27:00,
24030,3958,111,Webinar Registration,2020-07-24T12:05:00,
24031,5196,110,Content Download,2024-02-15T09:18:00,
24032,6975,59,Email Click,2021-12-14T03:42:00,
24033,188,64,Page Visit,2023-08-19T08:20:00,referral
24034,2470,131,Content Download,2020-09-28T13:48:00,
24035,4571,76,Email Open,2024-06-14T03:52:00,
24036,2402,91,Email Open,2020-07-14T11:46:00,
24037,5332,42,Ad Click,2020-05-31T10:34:00,referral
24038,4215,23,Email Bounce,2020-09-06T13:45:00,
24039,4439,,Email Click,2021-04-07T11:56:00,
24040,2167,92,Ad Click,2020-10-25T13:53:00,direct
24041,3534,108,Email Click,2021-07-26T03:36:00,
24042,77,185,Form Fill,2022-04-26T15:47:00,referral
24043,6545,46,Email Open,2024-07-12T17:34:00,
24044,5907,109,Webinar Attended,2023-01-01T02:53:00,
24045,642,172,Webinar Attended,2022-06-05T12:54:00,
24046,2130,189,Email Open,2021-08-27T21:21:00,
24047,2142,104,Email Click,2023-06-13T11:03:00,
24048,4844,10,Email Bounce,2021-10-06T08:44:00,
24049,3494,8,Form Fill,2022-04-11T19:04:00,referral
24050,5816,2,Email Open,2023-07-04T23:06:00,
24051,2678,112,Email Open,2020-02-01T07:56:00,
24052,4661,20,Email Open,2021-07-19T00:04:00,
24053,2991,45,Email Open,2024-10-14T18:57:00,
24054,5017,166,Email Open,2024-01-08T11:48:00,
24055,1781,136,Email Open,2021-01-12T19:46:00,
24056,1526,53,Form Fill,2024-02-21T22:45:00,facebook
24057,870,176,Email Open,2021-09-10T04:35:00,
24058,5464,157,Form Fill,2021-10-24T15:41:00,twitter
24059,6805,,Email Click,2022-09-13T09:08:00,
24060,6105,124,Form Fill,2021-11-16T20:00:00,referral
24061,1238,187,Form Fill,2023-03-19T09:00:00,facebook
24062,1552,157,Webinar Registration,2021-11-03T13:31:00,
24063,269,78,Email Open,2023-08-20T23:44:00,
24064,4776,143,,2022-08-19T13:39:00,
24065,6794,38,Email Open,2030-03-15T14:30:00,
24066,4318,74,Page Visit,2024-08-08T19:11:00,referral
24067,2327,151,Webinar Registration,2024-07-24T16:02:00,
24068,6846,190,Email Click,2024-10-26T05:35:00,
24069,1079,181,Ad Click,2020-02-21T00:01:00,referral
24070,1397,,Webinar Registration,2022-05-19T21:27:00,
24071,5799,91,Unsubscribe,2020-07-22T04:15:00,
24072,2553,65,Page Visit,2024-11-27T07:16:00,linkedin
24073,1574,70,Content Download,2022-09-21T16:08:00,
24074,7285,81,Email Open,2020-04-29T15:35:00,
24075,2122,112,Email Open,2020-02-22T19:37:00,
24076,2253,103,Page Visit,2022-12-23T10:14:00,
24077,3584,29,Webinar Attended,2024-12-09T00:00:00,
24078,1385,40,Email Open,2020-04-16T02:16:00,
24079,3416,,Email Click,2022-04-15T13:46:00,
24080,3434,39,Email Click,2024-07-15T14:13:00,
24081,5414,22,Page Visit,2021-10-04T19:47:00,referral
24082,4033,7,Page Visit,2020-10-20T03:42:00,
24083,6352,89,Email Click,2021-01-04T02:46:00,
24084,7931,106,Email Open,2023-09-01T06:55:00,
24085,447,62,Email Open,2021-11-13T19:46:00,
24086,4215,40,Webinar Attended,2020-05-02T02:58:00,
24087,108,196,Webinar Registration,2023-02-27T22:52:00,
24088,5734,186,Email Open,2024-09-08T16:47:00,
24089,2539,,Webinar Attended,2021-10-16T18:00:00,
24090,3178,7,Webinar Attended,2030-03-15T14:30:00,
24091,7326,101,Email Bounce,2021-04-28T13:23:00,
24092,3453,,Email Open,2021-03-28T04:40:00,
24093,210,171,Webinar Attended,2020-12-09T16:14:00,
24094,1335,67,Form Fill,2020-04-21T10:41:00,direct
24095,2670,190,Email Open,2024-11-09T01:35:00,
24096,5439,173,Email Open,2023-01-21T01:44:00,
24097,4569,33,Email Open,2021-07-07T10:53:00,
24098,494,3,Email Open,2023-09-19T09:12:00,
24099,3528,28,Email Open,2023-03-07T14:31:00,
24100,209,130,Content Download,2024-12-16T00:00:00,
24101,5322,85,Webinar Registration,2020-10-08T13:24:00,
24102,5065,115,Form Fill,2023-10-01T11:10:00,google
24103,7913,,Form Fill,2021-11-26T13:12:00,direct
24104,6812,73,Form Fill,2022-11-25T23:37:00,referral
24105,5082,61,Form Fill,2024-02-24T02:23:00,twitter
24106,5981,41,Form Fill,2024-03-17T01:12:00,referral
24107,1923,192,Ad Click,2021-02-23T06:32:00,direct
24108,2483,23,Unsubscribe,2020-07-02T00:39:00,
24109,6797,90,Form Fill,2021-12-18T16:35:00,
24110,4480,38,Webinar Registration,2020-04-14T09:12:00,
24111,7979,47,Page Visit,2024-04-19T22:51:00,
24112,3980,96,Page Visit,2021-11-06T13:30:00,google
24113,3171,22,Email Open,2021-10-07T08:16:00,
24114,511,126,Form Fill,2023-11-05T18:19:00,google
24115,3886,135,Email Click,2024-05-20T08:06:00,
24116,1338,83,Email Open,2021-08-03T00:04:00,
24117,1784,181,Form Fill,2020-02-23T07:29:00,twitter
24118,6335,114,Email Open,2020-09-09T17:45:00,
24119,3059,178,Email Open,2024-04-11T08:16:00,
24120,4685,42,Page Visit,2020-05-22T19:11:00,facebook
24121,934,137,Email Click,2020-10-04T03:57:00,
24122,7399,111,Content Download,2020-05-30T04:16:00,
24123,2440,100,Ad Click,2021-10-11T07:01:00,facebook
24124,1778,112,Page Visit,2020-01-31T22:37:00,direct
24125,5052,123,Page Visit,2020-02-03T13:38:00,twitter
24126,7064,68,Form Fill,2023-07-30T18:21:00,linkedin
24127,7998,8,Ad Click,2022-04-14T21:03:00,google
24128,5927,176,Content Download,2021-07-11T22:31:00,
24129,365,9,Email Open,2024-01-01T09:09:00,
24130,5779,163,Email Open,2024-08-15T14:52:00,
24131,3980,76,Page Visit,2024-06-12T12:54:00,linkedin
24132,2599,175,Form Fill,2021-03-18T04:45:00,twitter
24133,7467,193,,2020-07-03T11:12:00,
24134,3979,137,Content Download,2020-09-28T12:59:00,
24135,4496,20,Email Open,2021-07-04T01:37:00,
24136,5247,188,Content Download,2024-11-13T10:14:00,
24137,1997,54,Form Fill,2022-01-14T02:19:00,google
24138,4810,132,Page Visit,2020-09-11T07:02:00,
24139,6360,157,Page Visit,2021-11-02T00:13:00,direct
24140,7022,52,Email Open,2023-12-13T06:53:00,
24141,6888,96,Email Click,2021-10-29T02:43:00,
24142,1976,34,Form Fill,2023-06-18T11:21:00,referral
24143,1191,42,Form Fill,2020-05-18T16:08:00,twitter
24144,4052,123,Form Fill,2020-01-30T13:43:00,linkedin
24145,2478,111,Email Bounce,2020-08-02T00:42:00,
24146,2512,189,Webinar Attended,2021-09-26T07:41:00,
24147,3044,61,Email Bounce,2024-02-27T02:49:00,
24148,4280,64,Email Bounce,2023-09-10T04:43:00,
24149,4655,185,Email Click,2022-05-02T18:02:00,
24150,6587,98,Email Click,2023-03-03T07:02:00,
24151,3545,141,Webinar Attended,2023-01-21T17:44:00,
24152,6834,191,Webinar Attended,2023-12-05T04:09:00,
24153,5014,71,Email Open,2021-10-08T10:10:00,
24154,4616,168,Email Bounce,2024-04-22T15:17:00,
24155,5578,8,Webinar Registration,2022-04-07T13:10:00,
24156,2151,2,Form Fill,2023-08-14T02:45:00,referral
24157,625,192,Unsubscribe,2021-02-23T13:25:00,
24158,5557,38,Page Visit,2020-05-05T17:53:00,google
24159,4977,82,Email Open,2021-11-11T09:28:00,
24160,5321,149,Content Download,2024-03-26T07:31:00,
24161,7436,12,Content Download,2020-10-01T02:56:00,
24162,7240,157,Email Click,2021-10-29T21:58:00,
24163,824,69,Email Open,2021-07-17T00:29:00,
24164,5625,59,Email Open,2021-12-18T17:47:00,
24165,929,61,Unsubscribe,2024-01-18T10:03:00,
24166,6725,55,Email Bounce,2023-11-26T21:05:00,
24167,6593,28,Email Open,2023-03-20T22:25:00,
24168,6722,27,Content Download,2022-01-25T08:45:00,
24169,258,61,Ad Click,2024-02-11T19:25:00,
24170,120,177,Content Download,2021-01-08T21:29:00,
24171,951,106,Email Bounce,2023-07-25T05:59:00,
24172,3727,90,Email Open,2021-12-17T15:37:00,
24173,820,27,Email Open,2022-01-20T13:50:00,
24174,2798,101,Form Fill,2021-04-02T05:26:00,referral
24175,423,49,Webinar Attended,2024-09-25T09:41:00,
24176,5373,68,Page Visit,2023-05-16T14:08:00,google
24177,1188,110,Email Bounce,2024-02-21T21:29:00,
24178,7039,,Webinar Registration,2024-03-23T18:03:00,
24179,1057,100,Content Download,2021-09-02T16:11:00,
24180,5852,29,Email Click,2024-12-08T09:18:00,
24181,5221,134,Email Open,2021-04-15T14:05:00,
24182,7028,1,Email Click,2020-07-24T18:17:00,
24183,482,62,Email Click,2021-12-29T07:16:00,
24184,941,90,Email Open,2021-12-30T12:27:00,
24185,6576,63,Webinar Registration,2023-12-10T16:27:00,
24186,4779,57,Unsubscribe,2030-03-15T14:30:00,
24187,2312,140,Email Click,2021-07-05T21:13:00,
24188,4297,9,Page Visit,2024-01-04T04:56:00,
24189,5749,159,Page Visit,2022-05-29T12:02:00,referral
24190,3805,52,Email Open,2023-12-31T23:53:00,
